asm_area_code,customer_code,Year,Month,unique_retailers,invoice_count
CENTU,645,2011,11,177,326
RAJA,120,2013,2,615,1365
BENGS,768,2011,7,609,1217
WESTU,2155,2012,7,109,196
PUNEN,1198,2013,7,118,258
RAJA,115,2012,2,229,490
BIHAW,547,2013,10,161,631
VIJA,1530,2013,3,855,2160
JHAR,395,2011,12,219,367
GUJAN,137,2013,5,349,995
BANG,1016,2013,12,232,331
ORIS,1566,2013,4,559,1588
BANG,2284,2012,10,545,1229
GUJAS,1006,2012,3,346,553
MUMB2,2479,2013,8,3640,8024
PUNES,1608,2012,1,319,825
CHEN,104,2012,11,269,501
GUJAN,2581,2013,11,225,318
PUNEN,1214,2012,8,712,1801
BIHAW,29,2013,6,1256,3124
JHAR,550,2012,6,117,265
WESTU,465,2011,11,470,844
HYDE2,869,2011,12,716,1749
COIM,1170,2013,6,158,520
JHAR,798,2013,7,925,1967
CENTU,279,2013,3,214,360
MUMB1,832,2013,9,5834,15809
BENGS,1401,2011,4,265,594
PUNJ,958,2013,6,225,360
HYDE2,257,2012,2,223,642
BIHAE,1274,2011,8,97,334
HUBL,41,2011,10,245,563
WESTM,2132,2013,2,343,756
ORIS,1566,2012,5,943,1617
PUNEN,1200,2012,7,263,478
HYDE2,252,2011,4,114,147
MUMB2,294,2011,6,365,865
RAJA,120,2011,9,497,1173
WESTM,1115,2013,1,202,416
WESTM,521,2012,8,991,2514
NER,239,2012,10,139,194
NAGP,2269,2013,7,262,807
PUNES,1666,2012,8,508,1450
CHEN,104,2012,10,278,501
EASTM,72,2012,3,118,190
BENGS,23,2012,8,469,915
PUNES,1072,2013,1,332,831
HUBL,2315,2013,11,123,387
WESTM,262,2012,1,161,513
HUBL,2127,2012,5,268,522
NAGP,98,2013,4,943,2080
HYDE1,1021,2013,7,5247,9974
VIJA,1094,2011,5,304,751
JHAR,540,2011,12,125,319
WESTM,2358,2013,12,178,586
MUMB2,297,2013,8,974,2989
BENGN,999,2013,2,158,448
PUNEN,1845,2011,5,813,2224
EASTU,1044,2013,1,186,485
BENGS,23,2012,6,457,981
BENGS,1401,2013,6,278,815
VIJA,1893,2012,2,89,368
WESTM,268,2011,12,319,914
RAJA,1938,2013,5,184,532
PUNEN,448,2011,11,968,2147
GUJAN,2350,2012,11,36,83
NAGP,90,2012,2,178,362
WESTM,266,2012,2,316,767
BANG,344,2012,11,1501,2890
COIM,1303,2013,9,354,937
GUJAN,1302,2013,6,980,1967
RAJA,2143,2013,8,300,992
BIHAW,34,2012,9,312,673
BANG,2290,2013,7,385,844
NAGP,1062,2012,6,940,2085
PUNES,1245,2013,2,165,637
WESTU,303,2012,6,223,637
PUNES,993,2012,8,136,300
PUNEN,1896,2012,5,649,1601
HYDE1,1021,2011,5,2200,5241
WESTU,1293,2013,12,308,611
NER,1001,2011,9,157,309
GUJAS,135,2011,9,336,783
DELHM,2529,2013,11,3747,9051
PUNEN,1347,2013,9,111,227
BENGN,1227,2013,4,289,1409
PUNES,2192,2013,6,144,387
GUJAN,2581,2013,6,155,308
WESTM,361,2011,8,216,500
GUJAS,289,2012,8,185,450
MUMB1,1392,2012,11,6900,20720
MUMB1,1065,2012,11,1270,3332
HUBL,178,2012,5,361,641
EASTM,2400,2013,8,76,269
BIHAW,535,2012,10,122,140
CENTU,2002,2013,3,44,61
GUJAS,135,2013,2,383,930
PUNEN,1198,2012,10,64,77
WESTU,166,2012,8,224,383
CENTU,325,2013,12,187,417
ORIS,1927,2013,1,229,877
BENGS,1357,2012,9,200,682
CHEN,1882,2013,3,235,491
NAGP,89,2011,8,166,392
PUNEN,1189,2013,1,144,205
EASTM,1649,2013,7,296,1176
NER,1956,2011,12,62,83
EASTM,1877,2011,5,281,565
HUBL,353,2012,2,241,290
HUBL,427,2011,6,227,429
ORIS,1359,2012,12,770,1715
VIJA,43,2012,5,277,555
VIJA,1103,2011,7,88,257
DELHM,1276,2012,5,194,697
MUMB2,1025,2012,8,232,406
HYDE1,1282,2013,4,1283,2349
BENGS,19,2011,5,150,584
HYDE2,254,2013,10,190,474
HYDE2,843,2012,12,190,567
CENTU,279,2012,3,244,278
BENGS,1091,2011,10,248,488
WESTM,2461,2013,3,585,1027
HUBL,2327,2012,12,88,133
MUMB2,482,2013,4,731,1889
JHAR,8,2012,7,1005,3823
NAGP,97,2012,5,712,1201
VIJA,1390,2013,2,112,303
EASTU,283,2011,11,177,361
WESTU,1437,2013,2,374,1328
BENGS,2326,2013,1,136,443
CENTU,1996,2013,2,209,555
VIJA,1674,2013,5,493,965
BENGN,620,2012,10,203,331
NAGP,94,2013,9,279,910
GUJAN,132,2012,4,327,786
BIHAE,1948,2013,6,161,346
GUJAS,449,2012,7,440,882
JHAR,798,2011,8,594,1295
JHAR,957,2011,4,544,1385
RAJA,2586,2013,10,294,852
EASTM,71,2012,4,381,982
BENGS,1950,2012,9,218,694
BENGN,1008,2012,9,167,490
EASTM,1822,2013,9,487,1072
BENGN,21,2012,2,151,309
VIJA,1987,2012,3,786,3025
VIJA,1530,2012,7,916,1740
NAGP,87,2013,12,239,666
PUNEN,2319,2013,11,139,392
GUJAN,1268,2013,5,1328,4723
PUNES,1245,2012,5,147,361
CHEN,1664,2012,8,1,1
HUBL,555,2013,10,323,756
KOLK,2075,2013,4,1654,3288
WESTU,1915,2013,4,189,639
BENGN,2354,2013,6,957,1856
KOLK,1281,2013,10,1177,2637
KOLK,1849,2011,8,1904,2824
HUBL,181,2013,6,350,1059
CHEN,1594,2012,6,645,1368
NER,1956,2013,3,3,3
VIJA,553,2013,8,118,215
VIJA,42,2013,9,199,600
KOLK,1281,2013,9,1220,2479
BENGN,25,2013,9,394,903
VIJA,1094,2011,7,313,531
NAGP,2177,2013,12,292,671
PUNEN,1171,2012,4,150,356
WESTM,1055,2013,3,1269,2560
CHEN,104,2013,5,280,683
VIJA,43,2011,9,305,483
RAJA,2460,2013,9,117,171
CHEN,1428,2011,5,550,1078
BIHAW,547,2012,9,124,295
RAJA,1228,2011,5,170,282
GUJAN,137,2013,4,380,1023
GUJAS,1811,2013,7,810,1810
PUNES,1245,2011,9,157,494
HYDE2,2340,2013,12,190,812
BANG,1154,2013,8,687,1906
HYDE2,422,2013,6,409,1244
BIHAW,32,2012,10,217,475
CENTU,2062,2013,6,167,614
WESTM,990,2013,4,597,1447
BENGN,999,2011,11,82,153
EASTM,410,2012,11,464,709
HYDE1,876,2012,12,2510,7153
VIJA,50,2011,8,130,188
EASTM,613,2012,6,382,916
JHAR,1051,2013,3,359,1587
PUNES,2324,2012,11,85,130
NAGP,99,2011,6,2015,6147
WESTU,1293,2011,4,227,462
KOLK,1824,2013,6,2796,6851
WESTM,1055,2012,11,1024,2165
EASTM,69,2012,7,199,470
PUNJ,237,2011,11,128,268
GUJAS,1811,2011,11,748,1425
DELHM,183,2012,2,2114,3350
WESTU,1713,2011,10,162,494
BIHAE,1676,2013,7,739,1565
BANG,1016,2011,11,1907,3568
PUNEN,1826,2012,3,2258,5844
HUBL,1022,2012,11,206,589
HYDE2,1304,2013,6,520,1196
NAGP,388,2011,4,96,178
GUJAS,135,2012,9,350,844
HYDE2,1933,2012,2,800,1722
VIJA,1391,2013,12,173,511
WESTU,2027,2013,8,162,388
GUJAS,1811,2013,3,964,1964
PUNJ,1989,2012,11,423,788
PUNES,2192,2012,6,128,202
BIHAW,2306,2013,3,6,9
HARY&,2536,2013,7,349,413
GUJAN,131,2012,8,204,363
WESTM,1098,2012,6,293,635
WESTM,523,2011,4,1137,2984
CHEN,1863,2012,2,326,773
COIM,1223,2011,5,447,732
CENTU,2032,2012,6,94,158
BANG,2498,2013,10,1,1
GUJAN,1804,2012,7,1553,3211
EASTU,276,2011,12,212,465
BIHAE,539,2013,9,424,1231
WESTM,521,2013,12,1666,3992
NER,1897,2013,3,164,462
BENGN,2354,2013,10,975,2171
BENGS,1401,2012,7,256,515
RAJA,1905,2012,5,196,388
PUNEN,1213,2012,9,95,123
BENGS,19,2012,9,152,372
CHEN,1594,2013,10,620,1442
MUMB2,2025,2013,12,182,285
BANG,148,2012,3,78,202
BIHAW,1360,2012,7,1171,2315
RAJA,1228,2012,2,227,376
GUJAN,636,2011,8,873,2399
PUNEN,1200,2011,5,249,464
CHEN,108,2012,10,305,572
GUJAS,1570,2013,1,1010,2473
PUNEN,77,2013,11,1045,2948
NAGP,99,2011,10,2093,7440
DELHM,1105,2011,5,555,1126
RAJA,408,2012,7,1090,2278
KERA,586,2013,10,264,343
EASTM,1889,2012,7,236,591
JHAR,1051,2013,7,358,1351
VIJA,1094,2012,3,312,459
RAJA,113,2011,11,343,477
VIJA,247,2011,9,111,179
HUBL,427,2013,5,235,777
BENGS,1401,2013,9,269,598
ORIS,748,2013,4,203,621
JHAR,1819,2011,5,110,299
NER,1033,2012,8,512,1132
PUNEN,1351,2013,5,87,242
BIHAW,469,2012,12,204,625
PUNES,1579,2013,7,554,1217
BANG,1369,2013,3,814,1626
RAJA,1939,2011,10,1095,2760
BENGN,2372,2013,1,221,484
BIHAW,1872,2012,9,168,351
BANG,148,2012,5,102,307
PUNJ,233,2012,8,236,577
VIJA,1391,2013,7,165,511
RAJA,121,2012,5,261,605
PUNEN,1322,2012,3,107,266
PUNJ,302,2013,5,149,274
HYDE2,1077,2013,4,150,344
BENGS,343,2013,9,234,561
RAJA,120,2013,3,596,949
MUMB2,1317,2013,9,1176,2869
NAGP,87,2011,12,226,430
RAJA,2143,2012,3,81,113
KOLK,1832,2011,5,1505,2704
MUMB2,213,2011,6,640,1712
BENGS,1295,2012,4,600,1504
HARY&,2310,2013,8,262,549
HARY&,65,2013,3,244,717
BIHAW,2687,2013,11,1012,2650
VIJA,1000,2013,1,842,1171
DELHM,1174,2012,2,1600,4057
GUJAS,449,2012,5,369,791
COIM,285,2013,5,413,808
EASTM,613,2011,7,339,865
PUNES,83,2011,6,149,456
PUNJ,2530,2013,7,163,429
GUJAS,1920,2011,12,131,353
CENTU,2548,2013,11,376,920
BIHAW,1872,2013,6,195,653
NAGP,87,2012,7,230,463
VIJA,2144,2013,1,615,1185
WESTU,165,2011,5,437,997
JHAR,798,2013,4,894,1851
RAJA,122,2011,9,311,702
ORIS,625,2011,4,178,336
COIM,1578,2012,10,337,500
HYDE2,187,2013,2,205,646
WESTM,2604,2013,8,246,828
JHAR,1819,2013,3,108,484
COIM,2293,2013,8,335,700
HYDE2,1130,2012,2,349,855
NER,1855,2013,2,1395,2620
DELHM,1980,2012,2,760,2198
EASTU,276,2012,7,202,412
RAJA,1938,2012,6,184,316
VIJA,1390,2011,12,112,257
EASTM,1649,2011,7,324,974
BENGN,538,2011,7,326,526
GUJAS,1143,2012,7,441,883
HUBL,1431,2011,12,207,418
DELHM,1276,2011,7,176,499
EASTM,410,2013,11,413,850
HARY&,1567,2012,9,1079,1932
WESTU,2084,2013,1,148,281
BIHAW,1986,2012,2,1459,2652
MUMB2,297,2012,3,898,2530
HYDE2,1077,2011,10,185,590
BENGS,1091,2011,11,235,425
CHEN,315,2012,9,188,317
WESTU,2103,2013,4,116,312
RAJA,116,2011,6,560,1498
PUNJ,600,2011,8,657,1207
PUNES,329,2011,8,62,92
CHEN,104,2012,6,276,472
CHEN,1068,2012,6,181,343
VIJA,2531,2013,7,99,285
VIJA,860,2011,9,68,137
MUMB1,1536,2011,11,1600,8601
VIJA,1674,2013,7,475,890
HYDE2,1056,2011,7,114,217
BIHAW,1833,2011,12,144,220
MUMB2,379,2012,9,988,2300
HUBL,1430,2012,12,783,1910
MUMB1,832,2011,4,3862,9971
BANG,148,2011,10,107,306
VIJA,354,2012,2,150,400
DELHM,1174,2011,8,1681,3817
BENGN,2174,2013,6,208,544
WESTU,2027,2012,5,158,289
MUMB2,213,2011,10,617,1781
PUNES,2588,2013,5,646,958
EASTU,2013,2012,5,26,31
CHEN,106,2011,4,305,480
CHEN,1594,2011,12,92,169
NER,1899,2012,8,208,582
PUNJ,1947,2012,1,416,741
VIJA,1390,2012,2,119,203
KOLK,2105,2012,12,649,1639
COIM,1038,2011,10,228,470
PUNJ,419,2013,12,190,708
BANG,1154,2011,5,413,997
BENGN,620,2013,7,185,257
MUMB2,299,2011,4,1222,3996
GUJAS,1164,2011,12,1705,4192
BENGS,1950,2012,11,326,734
NER,2553,2013,4,285,491
MUMB2,2025,2012,11,270,534
EASTM,613,2012,11,364,779
ORIS,2381,2013,7,156,211
PUNJ,1548,2011,6,661,1647
ORIS,11,2011,10,243,789
PUNEN,1322,2012,8,108,254
MUMB1,832,2012,11,5653,14045
BENGN,999,2011,6,173,392
BENGS,649,2013,12,478,1381
PUNES,2320,2013,1,184,231
NAGP,97,2011,6,828,1248
JHAR,31,2012,3,299,407
NER,1886,2013,1,231,940
KOLK,1824,2013,11,2585,5538
BANG,1146,2012,8,793,1587
HYDE2,255,2012,1,173,363
NER,1899,2013,5,232,525
DELHM,1746,2011,4,250,467
JHAR,1745,2012,12,255,704
BIHAW,1833,2012,10,160,257
WESTM,269,2012,6,132,216
GUJAS,138,2013,12,2119,5469
JHAR,1819,2012,12,110,335
GUJAS,1811,2011,6,868,2208
PUNES,1122,2012,3,172,249
HARY&,2334,2013,5,138,191
HYDE2,1653,2012,9,579,974
PUNES,530,2013,10,925,2002
HYDE2,250,2011,12,117,241
CENTU,2612,2013,9,264,636
VIJA,1674,2013,4,449,733
MUMB2,1603,2011,12,1606,4586
BENGN,537,2012,7,122,293
BIHAE,536,2012,1,154,219
VIJA,52,2012,12,738,1623
MUMB2,1298,2011,9,2995,5879
COIM,556,2012,4,302,674
PUNEN,79,2012,10,419,641
WESTU,846,2011,10,189,370
BIHAW,746,2011,4,52,91
CENTU,2656,2013,9,179,440
ORIS,11,2013,12,243,902
JHAR,1634,2011,5,357,878
HYDE1,188,2011,7,63,200
VIJA,341,2012,7,120,238
CENTU,2062,2013,11,172,647
HARY&,60,2011,12,244,521
VIJA,341,2013,9,120,263
WESTM,1186,2012,9,1251,2332
CHEN,975,2011,4,1204,3900
NAGP,99,2012,11,2506,7835
GUJAS,1476,2011,11,122,381
GUJAS,2352,2013,4,138,486
HARY&,2310,2012,10,287,601
RAJA,1456,2013,1,158,342
KOLK,1832,2012,1,635,1080
KOLK,1400,2011,4,1151,2166
MUMB2,456,2011,10,61,101
PUNJ,1989,2013,4,432,989
ORIS,2121,2012,12,201,307
PUNEN,1419,2013,4,91,220
EASTM,1822,2012,8,628,1700
GUJAS,997,2013,10,148,370
VIJA,622,2012,4,152,304
PUNEN,79,2011,7,231,426
PUNEN,1896,2013,12,603,1681
BENGN,2657,2013,9,231,683
PUNEN,1419,2012,6,92,227
BENGN,1227,2011,5,183,402
NER,1883,2012,1,118,192
PUNEN,79,2012,9,425,584
PUNES,291,2012,10,141,456
ORIS,356,2012,5,187,400
HYDE2,2339,2013,4,151,301
NAGP,89,2013,6,221,652
HYDE2,257,2011,7,217,595
BIHAE,533,2011,5,655,1006
NAGP,2024,2013,1,337,492
GUJAS,399,2011,5,132,378
ORIS,9,2011,6,225,561
KOLK,1281,2012,8,1239,2514
WESTU,2014,2012,12,77,162
WESTU,846,2013,12,266,548
BIHAE,803,2013,10,172,477
PUNEN,960,2011,10,177,388
ORIS,1927,2012,6,183,607
NER,221,2011,6,210,1379
GUJAN,629,2012,9,942,2480
GUJAN,470,2013,5,936,2185
WESTU,1027,2012,8,400,862
RAJA,2355,2013,3,101,152
BIHAW,469,2013,7,225,866
CENTU,967,2013,7,646,1139
HYDE2,1422,2011,4,113,302
CHEN,1664,2012,7,364,508
NER,217,2013,5,314,1554
BANG,1146,2011,4,409,1199
GUJAS,1449,2011,9,416,1118
CENTU,1139,2011,11,257,396
CENTU,2036,2013,10,183,644
EASTU,522,2013,8,1846,2712
WESTU,165,2012,11,359,683
WESTM,1470,2013,2,157,532
HARY&,393,2011,7,516,1324
BANG,2290,2013,12,401,966
PUNEN,332,2012,3,66,122
PUNES,83,2011,11,151,521
RAJA,115,2011,7,218,401
MUMB2,213,2013,12,614,2000
NAGP,2332,2012,9,104,132
HYDE1,463,2011,12,90,282
PUNJ,2106,2012,8,273,537
HYDE2,1014,2011,5,138,392
EASTM,267,2013,8,269,827
WESTM,1414,2012,4,1016,1554
GUJAS,997,2011,7,137,333
BIHAE,1274,2013,10,103,335
VIJA,1893,2012,9,90,230
GUJAS,1779,2011,6,1104,3143
PUNEN,1200,2012,5,270,518
DELHM,1105,2012,7,570,1271
MUMB2,532,2013,4,1096,3640
PUNEN,1896,2012,7,631,1620
JHAR,957,2012,2,777,1757
RAJA,1938,2012,11,184,316
HYDE2,1304,2013,3,471,915
WESTU,174,2011,6,97,216
EASTM,1649,2012,11,266,696
DELHM,2631,2013,9,3989,8037
BIHAW,32,2011,12,223,418
PUNES,1102,2013,10,244,789
NER,1001,2012,4,168,457
ORIS,356,2011,10,198,425
BENGS,5,2013,6,885,2276
BENGN,538,2012,3,106,186
PUNJ,419,2011,10,214,540
NAGP,99,2012,8,2818,8846
VIJA,50,2012,10,126,258
HARY&,1722,2013,6,341,775
HUBL,353,2011,5,274,338
KOLK,2075,2012,6,1781,3251
BANG,1016,2012,8,1706,3683
HARY&,2333,2013,8,42,64
HUBL,2012,2011,12,594,1669
WESTM,521,2012,10,1287,3231
CENTU,2062,2013,3,107,187
COIM,337,2011,10,1694,2996
CHEN,1882,2012,8,266,689
BANG,1526,2012,9,2134,4310
DELHM,1174,2011,10,1635,4164
WESTU,2596,2013,7,79,92
PUNJ,233,2012,12,234,515
HYDE1,602,2012,2,1134,1948
PUNEN,2338,2013,2,80,114
PUNEN,1845,2013,1,987,1794
BIHAW,1986,2013,5,1681,3664
JHAR,2408,2013,12,212,558
GUJAS,747,2012,12,250,449
RAJA,126,2012,10,562,1032
NAGP,1090,2012,6,1592,3068
EASTM,71,2013,3,374,925
GUJAS,1920,2011,8,131,319
VIJA,247,2011,8,107,196
GUJAN,1448,2012,9,669,1835
RAJA,1905,2012,1,137,314
GUJAN,1715,2013,1,334,982
JHAR,798,2013,12,1143,3409
BENGS,1558,2013,8,875,2504
HYDE2,251,2012,2,139,249
BENGN,2354,2013,3,384,480
MUMB2,2025,2013,4,292,759
BENGS,1091,2011,6,308,555
BIHAW,1853,2011,11,171,267
BENGS,19,2012,8,151,660
NER,221,2012,4,213,1176
WESTM,990,2011,6,535,974
HYDE2,1056,2012,11,164,320
NAGP,2332,2013,5,233,472
NER,2182,2013,12,150,312
PUNES,83,2013,10,160,492
HYDE2,1447,2013,1,610,997
HYDE2,363,2011,5,137,310
ORIS,1730,2013,11,878,1373
PUNEN,1189,2011,6,81,136
CENTU,2062,2013,2,159,246
WESTU,2074,2012,2,94,130
KOLK,1556,2012,4,247,1388
EASTU,275,2011,11,238,521
MUMB2,297,2011,9,958,2555
VIJA,446,2011,7,111,228
GUJAS,1601,2012,5,162,438
NER,1306,2011,8,706,2288
BIHAW,29,2011,11,781,1685
RAJA,120,2011,11,478,1012
EASTU,1203,2011,9,941,1437
GUJAS,607,2013,5,207,590
BENGN,638,2012,10,160,495
CHEN,1068,2013,7,178,348
EASTM,70,2011,8,486,1035
HYDE2,245,2011,11,233,347
BIHAE,534,2011,5,167,349
BANG,145,2013,3,1106,2400
BIHAE,1954,2011,12,154,458
PUNEN,1347,2012,7,109,204
BENGS,1284,2012,8,274,1112
WESTU,2066,2012,3,79,114
EASTU,2068,2013,4,137,531
WESTU,1713,2011,9,164,489
PUNEN,460,2012,12,1022,2793
WESTM,521,2011,7,1202,2933
RAJA,2176,2013,2,212,494
GUJAS,138,2013,2,933,2107
CHEN,108,2011,9,301,613
VIJA,47,2013,7,452,954
GUJAS,135,2013,4,347,781
BENGS,1558,2011,7,829,2633
BIHAW,1411,2013,6,122,448
ORIS,11,2011,11,242,903
EASTM,267,2013,12,275,1006
EASTM,613,2012,9,384,930
BIHAE,539,2013,10,421,1307
RAJA,2460,2012,12,4,4
WESTM,1673,2011,7,339,596
GUJAN,2756,2013,11,1066,3702
PUNES,2243,2013,3,1745,3572
ORIS,1436,2012,12,377,675
NER,559,2013,12,89,370
PUNEN,1347,2012,6,112,206
BIHAE,1948,2012,11,145,165
GUJAS,747,2013,7,253,1049
NAGP,2322,2013,7,360,661
HYDE2,1381,2013,6,801,2804
MUMB2,300,2011,10,1099,2296
PUNES,291,2012,4,35,58
BENGN,538,2012,9,352,611
BENGN,537,2013,9,121,301
BENGN,802,2013,9,261,585
BANG,2441,2013,2,162,219
PUNEN,1351,2013,3,91,237
PUNES,83,2012,6,152,514
PUNEN,1213,2011,7,74,135
ORIS,2121,2012,10,203,353
EASTM,75,2012,7,150,364
DELHM,2250,2013,3,645,735
HYDE2,1304,2011,10,534,1318
HYDE2,1014,2013,2,146,570
BENGN,2372,2013,3,170,254
EASTM,72,2012,12,165,255
KOLK,2105,2012,3,585,1226
RAJA,114,2011,9,1061,2203
PUNEN,330,2012,6,106,298
HYDE2,2316,2013,6,92,211
EASTM,1822,2012,9,567,1501
WESTU,1437,2011,10,361,877
BENGS,2112,2013,2,486,797
PUNES,1579,2013,12,594,1560
EASTU,2413,2013,1,103,235
EASTU,278,2012,1,32,98
DELHM,185,2012,3,1518,2726
NAGP,2323,2012,9,21,21
EASTU,2068,2012,10,136,339
VIJA,2360,2013,2,91,103
DELHM,2253,2013,2,1984,3707
ORIS,2121,2013,4,209,705
JHAR,8,2012,8,1007,3215
WESTU,1437,2011,8,334,814
PUNES,403,2012,2,611,990
BIHAW,1833,2011,10,156,205
CHEN,1780,2012,12,1223,2257
JHAR,1766,2013,11,124,302
BIHAW,535,2012,9,129,274
HUBL,2012,2012,11,684,2330
NAGP,1036,2012,3,951,1953
NAGP,91,2011,7,103,195
ORIS,13,2013,11,169,728
ORIS,748,2012,6,195,398
BENGS,1950,2013,5,317,993
RAJA,2355,2012,9,14,14
COIM,556,2011,10,266,496
BIHAW,1872,2013,2,194,582
MUMB2,379,2013,8,1060,3172
CENTU,2034,2013,3,112,140
VIJA,228,2011,8,73,128
WESTM,1098,2013,4,278,600
BANG,1526,2011,8,1945,4547
PUNEN,1351,2012,5,69,126
PUNES,83,2013,4,153,754
DELHM,1105,2012,8,575,1661
BIHAE,1297,2012,5,184,311
PUNJ,236,2013,8,239,478
PUNEN,2363,2013,2,141,262
KOLK,2075,2012,9,2217,3902
HARY&,2365,2012,12,165,246
BENGS,481,2013,3,156,303
BIHAW,469,2013,8,227,924
HARY&,2310,2013,5,261,773
HYDE2,254,2013,9,194,545
PUNEN,628,2012,10,1016,3321
BIHAE,539,2012,3,442,774
WESTU,2115,2012,8,1039,1549
PUNJ,600,2011,5,605,1071
HUBL,178,2011,9,306,575
CHEN,108,2013,9,370,1056
NER,1840,2011,9,182,330
HYDE2,2316,2013,10,107,264
RAJA,1905,2011,6,112,232
PUNEN,1826,2012,7,2354,6902
PUNES,292,2013,5,221,424
CENTU,2612,2013,11,271,751
RAJA,2355,2012,10,97,152
ORIS,11,2012,4,243,826
CENTU,2034,2011,11,19,23
CENTU,280,2012,8,231,350
BIHAE,1297,2011,5,285,485
PUNES,1343,2013,2,476,1083
PUNES,428,2011,6,1470,3884
JHAR,1766,2011,10,76,240
COIM,337,2012,7,2083,3427
HYDE2,1721,2011,9,253,683
DELHM,1591,2013,4,3976,7853
PUNES,530,2012,9,823,1574
NER,239,2012,6,114,186
MUMB2,1878,2012,8,1711,4887
EASTU,284,2011,9,109,234
PUNJ,238,2012,12,173,345
GUJAS,1111,2012,5,188,489
PUNEN,1322,2011,9,110,238
ORIS,1927,2012,11,225,696
DELHM,1174,2011,5,336,862
BANG,434,2011,6,505,1684
GUJAS,289,2011,7,212,557
PUNEN,1826,2013,3,2387,6283
BANG,1526,2012,11,2118,4396
NAGP,93,2011,4,383,889
VIJA,1674,2012,2,585,959
WESTM,1555,2011,4,235,401
WESTM,1186,2011,11,960,2205
VIJA,354,2011,5,136,311
BENGS,18,2013,5,346,1107
DELHM,591,2011,10,1177,2227
GUJAN,1574,2013,1,802,1853
COIM,1578,2013,2,220,362
CHEN,1068,2013,4,187,311
GUJAN,1268,2012,2,1230,3027
EASTM,73,2013,3,152,168
PUNEN,743,2012,3,242,609
PUNEN,1575,2013,10,135,261
PUNEN,1896,2012,4,670,1853
PUNJ,236,2012,4,310,627
CENTU,1903,2013,4,45,52
PUNES,993,2011,8,103,234
PUNES,530,2013,6,928,1924
CENTU,967,2011,9,688,1503
CENTU,2032,2013,5,212,540
DELHM,1276,2012,3,114,273
MUMB2,299,2012,7,1348,5161
GUJAN,1715,2011,12,335,857
PUNES,1072,2013,10,316,744
ORIS,1927,2013,7,230,869
PUNES,2192,2013,5,144,349
WESTM,1414,2011,6,845,1277
BIHAW,34,2013,5,372,1158
CENTU,279,2011,9,278,365
BENGN,638,2013,7,175,524
PUNEN,1665,2012,8,1145,2830
CENTU,1235,2011,4,426,707
VIJA,43,2012,3,299,513
EASTM,267,2011,5,274,614
PUNJ,1947,2012,9,276,503
VIJA,1987,2011,9,390,746
VIJA,1391,2011,9,203,372
NAGP,92,2011,4,195,382
COIM,1303,2013,4,358,1137
BANG,2464,2013,3,858,1102
VIJA,45,2012,12,399,952
WESTM,2358,2013,9,178,467
RAJA,1806,2012,10,199,448
HYDE2,1721,2012,10,274,843
BIHAE,1676,2011,7,878,2649
RAJA,2176,2013,6,200,477
CENTU,2036,2012,12,268,538
PUNJ,608,2011,10,496,1019
EASTM,75,2013,3,135,359
BANG,434,2012,4,500,1561
KOLK,1439,2012,4,1071,1921
EASTU,522,2012,12,793,1358
GUJAN,132,2012,3,287,691
MUMB2,300,2013,11,1047,2808
BIHAW,1872,2013,11,206,874
PUNEN,1171,2013,10,163,605
BENGN,538,2013,2,281,422
VIJA,865,2011,12,251,272
VIJA,247,2013,3,111,357
CHEN,595,2011,4,401,918
MUMB2,394,2013,10,4778,11118
CENTU,1139,2013,3,257,293
RAJA,1806,2013,8,227,811
PUNEN,1189,2011,9,107,181
NER,648,2012,11,393,646
HYDE2,1304,2011,6,449,1195
HYDE1,602,2011,8,1042,1947
BENGN,538,2012,8,338,607
BANG,344,2013,11,1527,3635
PUNJ,600,2012,12,557,793
WESTM,2461,2013,8,639,1606
CENTU,645,2012,8,171,336
WESTU,357,2013,1,467,950
PUNEN,1199,2013,5,210,612
BANG,2443,2013,2,190,239
CHEN,850,2012,7,1190,2019
CENTU,2548,2013,6,415,828
CENTU,279,2012,4,186,314
WESTU,775,2012,3,695,1129
HYDE2,1056,2012,8,157,326
BENGS,1257,2011,7,199,305
RAJA,2176,2013,11,212,563
GUJAS,997,2012,9,149,335
DELHM,2253,2012,8,1589,2988
PUNJ,2106,2013,4,627,1447
GUJAS,1111,2012,1,123,361
HYDE1,1282,2013,12,1412,3627
GUJAN,2351,2013,6,300,712
EASTU,283,2011,6,198,477
MUMB2,2025,2012,1,280,608
JHAR,957,2013,7,538,1640
BENGN,538,2013,6,279,605
HYDE2,254,2013,1,193,709
NER,1724,2011,11,186,383
HYDE2,1304,2013,5,521,1258
EASTU,278,2011,7,24,91
BIHAW,2307,2013,10,173,386
BANG,344,2011,4,940,2683
HYDE2,251,2011,5,124,260
WESTM,1186,2013,5,1273,3181
VIJA,1674,2012,11,436,702
DELHM,2253,2012,7,478,554
HYDE2,1130,2012,11,358,989
BENGN,2372,2013,2,292,560
HARY&,1722,2011,12,322,872
BANG,1526,2011,7,1906,4359
BENGN,656,2011,7,89,133
JHAR,2342,2012,9,461,786
JHAR,1819,2013,5,117,472
HYDE1,188,2011,5,59,187
NER,1897,2013,11,167,587
WESTM,1470,2012,8,157,315
VIJA,1327,2011,4,548,849
BIHAW,1853,2013,4,194,644
WESTU,1713,2013,5,166,628
GUJAS,449,2012,8,366,843
VIJA,2360,2012,11,81,93
BANG,2476,2013,2,47,76
