asm_area_code,customer_code,month,year,pri_ind_bpm_actuals,pri_sales_amount
VIJA,455,9,2011,4289707.663,4525414.65
KERA,596,3,2011,0,654261.4
PUNJ,235,12,2011,1316809.243,1280212.67
PUNEN,1575,6,2012,950358.0337,947535.13
VIJA,1893,8,2012,1488459.238,1504783.82
PUNES,83,5,2012,2323034.946,2173848.59
CENTU,1903,10,2011,2686641.223,2913323.18
BANG,145,11,2011,9374953.364,9432911.87
MUMB2,213,12,2011,5911099.284,5701499.21
CHEN,105,3,2011,0,167819.86
KERA,1064,3,2012,690864.4745,682840.4
RAJA,128,4,2011,2745945.143,3018315.74
COIM,1193,5,2011,1960381.225,2199613.35
PUNEN,1322,5,2012,409478.8365,390040.55
EASTU,774,2,2012,1492481.148,1560534.22
PUNES,993,10,2011,2987668.027,3062972.6
MUMB2,299,2,2011,0,10483735.85
BENGS,5,10,2012,3418475.734,3865442.13
VIJA,1530,1,2012,5159297.609,4930412.16
HYDE2,1381,9,2011,5596521.087,5881111.86
JHAR,542,6,2012,447858.8476,477868.86
NAGP,90,12,2011,1784446.909,1791130.03
BIHAW,566,5,2011,1533402.651,1673401.97
VIJA,50,3,2012,597826.341,546021.3
CHEN,1664,7,2012,180776.1353,194029.98
WESTU,2014,7,2012,443753.8648,487224.22
ORIS,748,7,2011,693695.6407,791811.53
BIHAE,1413,5,2011,769796.8429,865608.63
BENGS,768,12,2011,4355864.228,4119114.48
PUNEN,1349,1,2011,0,558470.92
HYDE2,1653,7,2012,1529473.727,1634690.84
PUNJ,419,7,2011,1395757.131,1540529.57
PUNEN,332,11,2012,466821.2768,491195.66
CENTU,325,11,2012,395877.8242,443481.25
WESTM,1414,8,2011,2625795.721,2926999.32
WESTU,177,1,2011,0,316043.3
HARY&,66,1,2011,0,594264.76
VIJA,1426,11,2011,3337836.002,3395229.62
PUNES,291,1,2012,576056.1824,573813.22
PUNES,993,6,2012,1925219.644,1855984.64
CENTU,967,7,2011,3547800.97,3975550.29
KERA,153,11,2011,1048299.338,1119518.51
COIM,1170,2,2012,791975.7007,699091.1
BIHAW,469,12,2011,2561625.698,2405540.78
GUJAN,131,9,2011,1356709.252,1494058.84
HYDE2,1337,5,2012,1054788.429,1019422.71
VIJA,1674,1,2011,0,1802386.07
PUNEN,1845,12,2012,5311656.852,5280911.48
MUMB2,1025,12,2012,521895.0635,559798.84
KOLK,1772,4,2011,25011.97286,26936
KERA,154,11,2011,824483.878,858576.85
KERA,154,4,2011,1532231.105,1760833.67
HUBL,976,12,2012,3385587.991,3558650.1
PUNJ,235,6,2012,1055999.831,1099299.7
CENTU,1139,12,2012,1250121.285,1323628.09
BANG,144,2,2011,0,7749693.82
NAGP,2177,4,2012,1904010.819,1902451.5
EASTU,277,9,2011,1210049.992,1360347.04
NAGP,91,7,2011,863551.6816,980494.8
COIM,862,9,2012,5547248.544,6010626.28
HUBL,1022,12,2012,1397060.124,1490595.8
VIJA,552,3,2012,705001.3033,654685.06
CHEN,850,4,2011,12051376.15,13282972
COIM,285,8,2012,1452421.415,1519183.44
WESTU,168,1,2012,1683799.605,1987923.43
EASTU,275,10,2012,764658.6509,835657.64
WESTM,990,1,2011,0,3013081.68
HYDE1,1021,1,2012,19517299.84,18738685.15
HYDE2,1447,7,2013,1236555.611,1488844.39
HYDE2,1014,2,2013,1993543.731,2150635.41
PUNEN,1351,1,2012,863555.6066,841681.78
VIJA,45,2,2013,2395996.445,2647628.78
NAGP,89,9,2012,1161702.419,1178741.33
GUJAN,636,2,2013,6509343.181,7196747.95
PUNJ,619,3,2013,403465.6625,455292.76
HARY&,60,11,2013,2225674.337,2422344.95
NER,221,4,2013,4247815.929,4633268.35
EASTU,774,5,2011,1248860.01,1458642.08
PUNEN,1200,1,2013,821898.5196,828345.39
PUNEN,960,1,2011,0,1783066.2
HARY&,65,6,2012,1780494.274,1822366.5
NAGP,96,1,2011,0,1310031.99
BIHAE,1274,10,2012,790616.1228,829880.93
JHAR,1745,1,2011,0,1694901.54
MUMB1,1536,2,2012,11466450.33,11608927.77
ORIS,1590,5,2012,553527.5925,637359.98
RAJA,408,10,2012,8437005.208,9036502.97
JHAR,1634,10,2011,3667060.263,3983686.45
CHEN,108,1,2011,0,1734479.64
PUNEN,1800,2,2011,0,-1987482.14
BENGS,2,11,2011,4175946.347,4334022.26
WESTM,1055,3,2012,4800019.851,4949545.5
ORIS,1482,4,2012,2668420.057,2675658.77
GUJAS,607,12,2012,1748848.217,1847654.01
KOLK,1818,4,2012,3057902.536,3278159.15
PUNES,1067,10,2011,6967551.223,7178385.01
KERA,1039,2,2011,0,3743629.93
HYDE2,473,2,2011,0,2744230.51
KERA,421,2,2012,1873615.222,1923817.97
CHEN,1664,2,2012,3097871.446,3088009.26
BANG,845,10,2011,3552811.869,3592651.02
VIJA,1391,7,2011,1284240.06,1416417.35
DELHM,526,7,2012,4374193.327,4788166.05
GUJAN,132,4,2011,1980928.344,2195859
DELHM,526,6,2011,6423868.788,7010882.59
HYDE2,257,4,2012,2894558.896,2842500.72
WESTU,1437,8,2011,1311664.071,1482405.27
CHEN,1594,5,2012,1718042.022,1719273
KERA,579,10,2011,1775222.152,1883786.45
WESTU,174,7,2011,276856.8801,311681.02
PUNEN,1351,10,2011,1043648.931,1024908.33
DELHM,1591,10,2012,12386360.14,13782229.54
GUJAS,2752,12,2013,3485443.388,3901820.71
KERA,151,3,2013,1614585.352,1862644.22
WESTU,1915,7,2012,498621.671,539344.3
MUMB1,1065,7,2012,6901857.369,7423916.4
BENGN,1904,12,2011,128439.7717,136138.52
GUJAN,1268,9,2012,9126032.383,9956226.53
PUNEN,77,9,2013,6910653.317,7970721.25
ORIS,1482,2,2013,1537580.637,1651885.08
KERA,421,10,2013,1834394.569,2130530.94
HARY&,2335,2,2013,475386.668,557289.27
RAJA,2143,7,2012,1009374.802,1102850.8
WESTM,523,8,2012,6525693.419,6802456.48
EASTM,267,7,2012,1206303.683,1357266.1
WESTM,2358,2,2013,859652.212,968181.18
PUNES,1244,3,2013,1161134.249,1296092.32
CENTU,967,2,2013,4282168.914,4714184.14
VIJA,1089,2,2013,1529317.356,1648267.63
COIM,873,5,2013,447863.6251,534792.57
EASTM,374,9,2013,5884566.841,6311735.44
MUMB1,1392,10,2013,14908499.14,17463934.49
HYDE2,601,9,2013,383423.719,454941.11
HARY&,1534,2,2013,5007024.228,5638900.46
HYDE2,187,10,2013,1070344.281,1373234.9
PUNEN,1201,3,2013,814492.0605,921137.24
NER,1883,7,2013,1409315.553,1486784.04
HYDE2,413,3,2013,1033788.635,1209484.44
CHEN,108,4,2013,2144854.735,2421392.3
PUNEN,525,9,2013,5600700.306,6332896.34
BANG,144,3,2013,2904447.92,3284540.93
PUNJ,238,12,2013,916653.3945,966506.91
NER,1899,4,2013,1247909.183,1407477.82
WESTM,262,5,2013,1884814.644,2118087.11
BENGS,2112,9,2013,1621944.192,1772686.34
HUBL,2279,5,2013,1487088.428,1561071.51
WESTM,2132,11,2013,2935532.118,3291483.78
WESTU,2015,7,2013,265164.48,292723.46
EASTM,70,7,2013,4386711.789,4993348.78
JHAR,2342,10,2013,877365.2351,1023690.23
EASTM,1929,10,2013,636110.4178,729903.54
ORIS,12,12,2013,959169.8405,1159384.2
BIHAE,1954,1,2012,809792.4019,799522.85
GUJAN,133,5,2011,1138335.263,1328832.16
WESTU,834,5,2011,924936.0986,1071275.06
RAJA,1523,11,2011,4246447.108,4547915.71
PUNJ,1548,12,2012,6264404.827,6655871.24
BENGS,22,12,2011,4991298.866,4552932.41
WESTU,465,4,2012,6988731.305,7309636.61
NER,648,1,2012,2095983.429,2224250.95
BENGS,649,9,2011,1548843.76,1689349.46
VIJA,42,8,2011,888409.6711,992802.32
CENTU,1222,6,2011,5033700.704,5513634.15
EASTU,522,9,2012,4270399.937,4552767.78
COIM,1249,4,2012,3484806.098,3548815.54
CHEN,850,6,2012,11468065.85,11164178.28
PUNES,1245,9,2011,1744772.536,1977523.18
DELHM,183,11,2011,11311099.88,12238998.22
GUJAS,138,10,2013,4296312.447,5281009.81
BENGS,1284,2,2012,1638436.122,1740139.69
VIJA,341,1,2013,1066466.769,1145063.4
ORIS,1359,5,2013,4085435.644,4676514.95
KERA,158,4,2013,6028784.681,6773996.53
RAJA,1905,7,2012,544423.6479,594412.19
HARY&,1738,9,2012,830001.618,885229.28
CENTU,1235,2,2013,940449.0794,1044986.06
CENTU,2002,7,2012,344166.9465,375093.49
JHAR,541,7,2012,1055745.353,1235527.69
PUNES,292,9,2012,864822.7887,865696.4
BENGS,649,7,2012,985784.4763,1079027.27
PUNEN,1201,8,2012,1786451.644,1745240.97
NER,1033,2,2013,2961996.423,3063158.66
PUNJ,236,9,2013,1072212.122,1197811.34
ORIS,1359,4,2013,4413078.327,5087855.52
WESTM,523,5,2013,5435473.101,6170524
BIHAE,1024,6,2013,2661952.002,3000702.31
EASTU,2303,5,2013,787248.2281,922900.14
EASTM,71,5,2013,2693585.382,2887727.58
KERA,1064,5,2013,1499132.93,1613525.08
GUJAS,2352,9,2013,837675.1877,1023050.67
GUJAS,1143,11,2013,2815275.824,3345817.39
EASTM,70,10,2013,3859508.48,4286285.95
WESTU,2027,5,2013,663072.9665,706660.54
MUMB2,2479,9,2013,23728270.38,26813294.68
BENGN,656,10,2013,780190.8388,932612.55
WESTU,2103,6,2013,351685.2218,403073.66
WESTU,2155,6,2013,130991.5163,157125.04
GUJAS,399,6,2013,1500011.283,1805942.73
HYDE2,1337,7,2013,665722.063,787193.19
CHEN,2273,8,2013,2116242.207,2368593.64
PUNEN,2363,12,2013,675716.8223,836180.6
HARY&,59,9,2013,1069644.089,1170799.6
BANG,2789,12,2013,2197316.483,2497713.67
RAJA,2176,12,2013,2512320.075,2669144.12
VIJA,48,11,2013,1466161.806,1913664.6
HARY&,2335,11,2013,374830.7194,446176.45
WESTU,1027,11,2013,3756184.844,4150133.82
MUMB2,299,9,2011,9392542.623,10215057.8
MUMB2,2025,12,2012,1490457.795,1650620.83
HYDE2,1593,10,2012,586645.0243,630035.46
HYDE1,463,4,2011,1554192.399,1656972.06
CENTU,2035,5,2012,793532.2275,873728.66
PUNEN,1199,2,2011,0,2957504.37
GUJAN,1715,8,2011,1037999.176,1198707.76
EASTM,74,6,2011,1384511.368,1461249.55
CHEN,315,4,2011,1097169.594,1267862.04
CHEN,1916,8,2012,1031260.126,1066186.2
BENGS,5,9,2012,5167831.234,5546198.22
EASTM,593,12,2011,4487831.201,4641251.55
WESTU,306,3,2011,0,359410.66
VIJA,860,10,2011,880379.8665,886056.31
PUNEN,80,11,2011,491459.9514,493964.23
WESTM,269,8,2012,417639.6925,440477.56
PUNJ,230,4,2011,612093.0179,643746.19
RAJA,128,1,2011,0,1036638.84
VIJA,247,1,2013,645685.4531,695347.94
BENGS,768,5,2011,3048089.296,3312195.3
PUNEN,460,8,2011,13132747.01,14524915.9
BENGN,21,10,2011,444604.9442,483948.44
NER,384,6,2012,669020.6256,741778.87
NER,1682,7,2011,525283.1266,605827.69
HARY&,64,9,2012,2175954.856,2300855.28
BANG,145,1,2011,0,8638343.09
COIM,1578,11,2011,1054234.97,1084755.05
NER,1001,2,2011,0,4880660.43
PUNES,2243,3,2013,7597015.334,8628911.6
GUJAN,1985,8,2012,3227120.066,3409308.75
JHAR,550,9,2012,1641283.206,1886904.16
PUNEN,332,7,2012,181948.6013,192225.44
GUJAS,1449,9,2012,2244353.621,2373033.37
PUNJ,233,7,2012,972229.0666,1042699.19
BENGN,25,5,2013,2617568.739,3096521.92
GUJAN,470,2,2013,2196033.383,2386157.9
BENGS,1543,3,2013,373326.7272,462944.66
VIJA,1674,8,2012,1471625.536,1542083.26
HARY&,2337,2,2013,301593.6185,344804.82
GUJAS,138,7,2012,4702491.243,5145695.16
BIHAE,1676,3,2013,5027455.271,5346072.15
BANG,344,2,2013,7528078.528,7865160.4
VIJA,1674,5,2013,1233305.362,1379635.32
ORIS,1730,8,2013,4159883.776,4437831.27
MUMB2,482,8,2013,3021393.583,3257141.95
VIJA,1391,4,2013,1450799.033,1613382.06
EASTU,284,2,2013,1002756.41,1104170.47
KERA,597,4,2013,2378300.1,2546150.25
PUNES,1666,9,2013,3545865.479,4094765.14
HYDE2,363,10,2013,1155496.195,1408009.11
BENGN,999,4,2013,887068.123,927912.2
CENTU,2061,5,2013,306079.3883,355829.86
PUNJ,608,5,2013,3179893.889,3531206.72
NAGP,99,7,2013,8446631.038,9678280.57
VIJA,860,9,2013,555335.4947,644893.03
HYDE2,1077,9,2013,1793496.01,2097646.55
HUBL,2597,5,2013,905307.9123,992890.66
HARY&,1567,6,2013,2714359.357,3192208.97
KERA,349,6,2013,2251873.924,2532809.72
KERA,584,6,2013,700689.5683,776005.52
NER,214,6,2013,1360030.465,1387536.99
HARY&,2365,7,2013,396989.8271,466840.07
GUJAN,1321,9,2013,1462649.432,1628434.3
WESTM,990,12,2013,4226799.009,4704828.24
BIHAE,536,12,2013,-157886.4538,-202516.92
WESTU,306,11,2012,1184599.714,1289502.4
JHAR,1766,1,2013,5726123.787,6220294.22
HYDE2,251,5,2011,1082879.219,1197518.98
EASTU,275,3,2012,588281.5107,621008.96
HARY&,59,5,2012,939787.8687,1037960.3
PUNEN,1351,6,2012,842088.713,813392.17
MUMB2,2025,10,2011,1593284.491,1722647.51
PUNEN,1023,1,2011,0,2454424.1
WESTM,1186,6,2012,11040359.54,11580589.76
WESTU,166,5,2012,721581.2246,807146.24
WESTM,271,10,2012,802722.7143,853371.23
WESTM,1555,2,2011,0,1591140.34
HARY&,424,9,2013,9495819.857,10722425.22
VIJA,1094,10,2013,920739.4689,1146061.37
CENTU,2032,11,2013,870089.3754,937355.82
ORIS,12,8,2013,1064194.858,1299108.72
WESTU,2016,3,2013,392602.8781,425329.96
PUNES,328,4,2013,1606733.984,1737265.76
NER,2553,4,2013,2542192.749,2759549.94
WESTU,304,12,2013,1259381.812,1335011.36
NAGP,2024,5,2013,1391619.46,1518278.94
BANG,147,11,2013,8794907.412,10215504.96
BENGN,2542,5,2013,417697.1246,484024.76
BANG,1369,6,2013,2150401.001,2386086.64
HYDE2,1593,6,2013,711041.2461,820262.56
GUJAN,1804,11,2013,8488737.754,10520860.85
BANG,2562,7,2013,6855432.804,7985479.24
HYDE2,1381,10,2013,3183963.043,3962166.37
VIJA,50,8,2013,999629.0763,1146043.67
PUNEN,1826,8,2013,17492352.3,19134607.16
NER,215,9,2013,104487.6269,93791.76
GUJAS,1601,8,2013,335333.6548,363866.15
DELHM,1105,10,2013,2463479.145,2825783.45
EASTU,276,10,2013,663384.8019,755638.42
MUMB2,379,9,2013,2119179.676,2349844.32
NAGP,2323,9,2013,740772.4496,870011.88
KERA,563,10,2013,258918.527,282833.38
KERA,349,12,2013,2661305.404,3432341.78
HYDE2,1130,12,2013,2318173.698,2903697.92
PUNES,1666,12,2013,3743334.715,4710633.03
GUJAN,1321,11,2012,964309.1636,1050746.88
MUMB2,294,1,2013,2889055.225,2971209.14
NER,1606,6,2011,1311451.1,1461057.84
CHEN,1882,3,2012,748760.0391,708718.62
WESTM,990,3,2011,0,1440553.48
KERA,563,4,2011,809290.0505,940871.61
RAJA,122,2,2012,3475850.399,3707832.65
DELHM,1809,7,2011,1307705.645,1496331.45
PUNJ,958,3,2012,390074.3762,388592.07
GUJAS,607,10,2011,1266418.606,1352282.31
BENGS,1543,11,2011,772234.6219,825982.3
JHAR,957,9,2011,1797546.477,1996878.7
NER,1682,3,2012,183120.9611,187757.28
BIHAW,34,2,2012,1681450.686,1598095.71
CHEN,595,6,2011,7441705.339,7901101.66
HYDE1,188,1,2012,11394385.42,11264355.72
DELHM,591,6,2012,6748764.615,7130504.94
WESTM,1555,6,2011,1636345.944,1827662.17
MUMB2,1603,4,2012,23364352.17,22827412.53
GUJAS,1920,8,2011,827561.4423,923079.47
WESTM,523,9,2012,5691003.167,6138577.54
WESTU,2190,12,2012,641197.2564,683433.5
NER,390,1,2012,3759870.87,2966969.29
COIM,873,1,2013,472428.6021,514200.3
PUNJ,1947,10,2011,1805743.722,1998395.14
EASTM,69,1,2013,2362881.503,2437353.36
CENTU,1235,6,2012,1242404.965,1307445.74
CHEN,595,7,2012,4171569.619,4337781.33
PUNES,1608,1,2011,0,3134567.74
WESTU,177,3,2011,0,86258.03
MUMB2,296,4,2011,6376747.035,6722674.02
BIHAW,34,12,2011,1585531.771,1493956.7
CHEN,105,10,2011,476171.91,497015.79
VIJA,354,10,2011,1051570.989,1083555.25
BIHAE,1024,10,2012,2764186.393,2946421.1
CENTU,2035,1,2012,610307.503,707287.05
WESTM,1186,3,2011,0,5293352.13
WESTU,304,10,2011,719566.1232,792571.75
VIJA,1089,8,2011,1196968.268,1285571.25
BIHAW,746,1,2012,5354028.327,4450368.26
HUBL,178,12,2011,4358613.244,4163863.47
WESTU,1293,1,2012,1225638.8,1302133.51
PUNJ,302,9,2012,493241.2958,500110.78
ORIS,9,6,2012,1061347.66,1108076.67
HARY&,1743,12,2011,2738693.538,2783566.71
PUNEN,1347,1,2011,0,728465.92
DELHM,2152,11,2012,8989410.777,9832451.59
PUNES,1067,1,2013,5056365.439,5218726.06
NER,1855,10,2011,4223118.616,4525281.97
EASTM,410,6,2012,2638564.666,2714831.92
HUBL,181,4,2012,3713285.101,3608637.4
VIJA,50,9,2011,931691.48,995228.3
HYDE2,187,2,2012,1868537.036,1825051.71
KOLK,2105,6,2012,1739315.546,1845998.01
NER,648,2,2011,0,2126354.62
BIHAE,533,2,2012,4273892.005,4131308.08
JHAR,2408,1,2013,1562247.513,1711291.23
PUNEN,1214,5,2011,3094455.353,3477710.29
BIHAE,1676,12,2012,10414214.77,10311042.4
RAJA,1456,6,2012,3342165.979,3537614.12
GUJAN,1804,4,2011,9874423.3,10678940.79
BIHAW,469,6,2011,2181597.691,2422964.52
KERA,563,5,2011,374682.731,390930.48
BENGN,1008,11,2012,1326037.182,1449066.52
HUBL,2318,11,2012,725696.7286,764879.04
HYDE2,252,12,2011,1659895.568,1553591.11
RAJA,121,6,2012,1323053.307,1369841.78
HYDE2,1841,1,2011,0,2380140.89
KERA,1207,5,2012,2645220.455,2864231.16
ORIS,1359,8,2011,4220660.905,4761407.62
PUNEN,77,6,2012,8609095.785,8483909.31
NER,1606,1,2012,1306529.674,1297974.15
BIHAW,1360,3,2011,0,1336928.58
PUNEN,1199,1,2012,693204.7863,698047.7
PUNJ,233,9,2013,1734821.335,1938561.76
COIM,1170,3,2011,0,375946.2
BENGS,343,9,2011,1145306.187,1261089.15
JHAR,8,2,2011,0,6241798.47
HUBL,963,3,2012,1239558.72,1121190.21
ORIS,1482,8,2011,1470253.68,1689175.93
PUNES,83,10,2012,2882484.826,2895180.17
PUNEN,79,10,2011,2797012.58,2741068.53
VIJA,446,1,2012,1045865.986,972993.19
PUNEN,1189,10,2012,2249239.116,2245077.46
GUJAN,629,11,2011,1843756.852,1943668.59
PUNJ,235,7,2012,509273.8227,557596.24
KOLK,1818,7,2011,1274173.303,1451839.29
WESTU,729,9,2011,5624647.665,6168904.26
MUMB2,1878,1,2012,13491971.11,12987208.29
GUJAS,399,12,2011,2367961.001,2509272.52
WESTU,177,7,2011,-68903.38125,-83262.19
KERA,1371,9,2012,919340.3838,991095.66
JHAR,1051,6,2012,1383102.942,1403294.6
VIJA,247,5,2011,644014.7835,704003.12
DELHM,2157,5,2012,6785998.153,7418349.9
PUNEN,960,8,2011,1685991.871,1948932.12
EASTM,374,5,2013,3976481.393,4354345.78
JHAR,395,9,2012,1951424.843,2085647.27
BANG,434,7,2012,1448241.209,1546090.2
MUMB2,1025,8,2012,354862.0335,380144.08
HYDE2,1056,8,2012,929512.1226,973813.99
BENGS,1950,9,2012,1513048.397,1590416.44
RAJA,129,8,2012,1686954.285,1710121.73
BENGS,1558,7,2012,824800.1006,934188.38
HYDE1,602,7,2012,5167822.313,5470901.11
GUJAS,1449,10,2013,1434453.728,1747032.57
PUNEN,1200,12,2012,654218.9431,659754.36
HUBL,1022,4,2012,1833442.391,1871077.11
KERA,563,6,2012,482837.3287,503899.94
BENGS,481,2,2011,0,2611730.82
PUNEN,1201,11,2012,692317.6978,713962.68
PUNES,1067,2,2012,3708207.99,3530273.41
COIM,556,11,2012,813991.2763,888675.21
HYDE2,187,1,2013,1503111.886,1621342.78
HARY&,1209,1,2013,284275.3846,313692.34
GUJAN,1302,10,2012,2615192.726,2768702.07
EASTM,71,11,2011,3700169.295,4088437.85
BENGN,21,12,2011,810961.8188,770009.29
COIM,160,3,2012,1180392.573,1104712.82
DELHM,1596,3,2011,0,5395480.55
HUBL,731,12,2012,4137512.66,4431258.43
HYDE1,1176,1,2011,0,1926414.64
GUJAN,1574,12,2011,6800585.38,6789350.47
PUNES,530,12,2011,3234338.748,3156905.96
JHAR,798,4,2011,5930802.82,6550452.65
RAJA,1806,5,2012,1060479.27,1130951.99
JHAR,1634,4,2011,5854009.107,6348251.09
KERA,349,10,2012,2627943.921,2733937.18
GUJAS,399,2,2012,2045883.176,2145997.56
PUNJ,1210,2,2011,0,1599907.44
HYDE2,869,1,2011,0,3000081.1
BIHAW,1872,9,2011,884175.2575,981375.66
NAGP,91,11,2011,1665464.616,1778229.91
VIJA,1327,1,2011,0,5796868.98
BIHAW,469,4,2011,2358290.565,2540912.55
MUMB2,1317,12,2011,4065900.575,3892995.12
NAGP,95,4,2011,2712693.95,2917333.87
NER,2008,11,2011,858169.4824,934446.65
HUBL,370,6,2011,3918355.048,4107419.7
EASTM,72,5,2012,1845440.779,1913154.27
PUNEN,448,7,2011,4283509.86,4811293.31
GUJAN,1804,2,2012,6756562.45,7167714.96
CENTU,2062,11,2011,529212.436,609816.5
CENTU,433,12,2012,8029823.055,8441481.53
PUNJ,230,1,2012,263049.346,262303.34
CHEN,1780,3,2012,2484862.072,2477816
NER,340,2,2012,332382.0225,364836.06
WESTU,2027,7,2012,802626.9616,879371.56
BIHAW,34,3,2011,0,725844.58
MUMB2,297,12,2011,5028530.369,4930068.4
ORIS,883,1,2012,3000679.831,3192458.94
PUNEN,1198,6,2011,1700273.16,1902010.94
PUNEN,1214,12,2011,4854750.211,4765837.48
PUNEN,331,9,2011,1602632.496,1733673.59
VIJA,552,3,2011,0,585246.45
GUJAS,1006,4,2012,3397616.237,3998117.64
WESTU,729,7,2011,2350828.911,2707087.25
EASTU,281,9,2011,887723.164,1011008.91
NER,1001,3,2013,1196930.834,1360507.7
HYDE2,843,1,2013,1015758.703,1095810.32
VIJA,44,7,2012,994781.3104,1029473.32
CENTU,1222,10,2013,3744175.329,4305551.75
GUJAN,2367,5,2013,890384.6232,1017567.56
HUBL,181,9,2012,2491598.817,2533675.54
HYDE2,1381,8,2013,3613261.935,4147935.17
GUJAN,1448,11,2013,-517396.4071,-654390.26
CENTU,2031,3,2013,134230.9075,154562.76
HARY&,2310,8,2012,533209.1337,573002.64
COIM,1303,7,2012,1094773.427,1151962.4
MUMB2,1317,4,2013,3879055.256,4004968.86
BIHAW,469,7,2013,1347332.524,1573167.44
NER,559,5,2013,8065318.087,9493368.09
EASTU,1044,7,2013,963714.7267,1114289.83
MUMB2,532,5,2013,3640289.27,3911539.34
CHEN,105,4,2011,600611.2701,680527.17
KOLK,1912,5,2011,1757036.905,1963831.21
GUJAS,135,8,2011,1959637.557,2125801.46
COIM,160,12,2011,1203630.687,1169841.76
COIM,285,11,2011,1214024.802,1247658.41
VIJA,865,4,2011,2210915.661,2334036.3
WESTM,1055,1,2012,6036737.33,6363096.91
EASTU,278,1,2013,1063786.376,1201610.84
EASTU,2413,11,2012,229838.74,262451.5
HYDE2,252,11,2012,1054319.615,1077936.87
PUNEN,1199,11,2012,1044546.389,1041992.44
JHAR,1051,1,2012,1460696.399,1588375.33
GUJAS,2304,12,2012,910067.1932,974441.9
NER,221,3,2012,1416124.776,1402914.38
JHAR,957,2,2011,0,2136992.81
NER,219,1,2012,1529433.153,1628603.21
WESTU,2103,10,2012,598615.2586,664739.45
GUJAN,133,6,2011,1140550.854,1271563.29
CENTU,1139,5,2011,1088847.039,1243680.51
DELHM,1105,11,2011,2437802.749,2691468.97
CENTU,369,6,2012,4388683.309,4612673.36
HYDE1,602,10,2011,5798703.416,5923742.94
NAGP,764,8,2011,730458.0164,826877.74
VIJA,1530,8,2011,5236932.892,5841818.31
VIJA,48,8,2011,1917737.885,2050819.21
NER,1606,3,2012,528256.326,484389.87
NAGP,94,2,2011,0,2008593.85
HUBL,1844,4,2012,3076860.016,3024430.23
HUBL,1430,10,2011,1322933.259,1349340.52
WESTU,2015,1,2012,333875.8409,371287.38
NAGP,1062,10,2012,3458121.747,3570146.28
PUNJ,466,2,2011,0,2271229.63
PUNEN,1896,7,2011,4481859.465,5025015.61
KERA,579,9,2011,1633138.096,1855411.55
KERA,1039,12,2012,3194255.73,3270316.99
HARY&,1534,1,2012,4256656.729,4549034.19
KERA,1371,2,2011,0,1944102.72
MUMB1,1065,11,2011,9862112.764,9910798.71
RAJA,408,6,2012,13527484.61,14029900.03
GUJAN,1321,5,2011,1379197.245,1577020.65
HARY&,66,9,2011,1241931.582,1306326.45
BIHAE,1274,5,2012,841850.3209,885098.24
WESTU,304,4,2011,1570630.83,1752906.21
VIJA,247,3,2013,454399.0796,533677.84
BIHAW,2307,9,2012,2166272.883,2302910.95
BANG,1146,6,2013,5819885.969,6517893.79
PUNES,1238,7,2012,1217112.411,1288288.66
NAGP,86,12,2013,1493215.539,1906896.84
NAGP,89,4,2013,1981684.063,2162326.21
GUJAS,1164,10,2013,5204341.438,6150622.66
ORIS,12,7,2012,480892.0639,555508.74
BENGS,1284,7,2012,370316.2824,420580.91
NER,2470,2,2013,85988.77149,93756.82
VIJA,1390,2,2013,1680633.131,1828783.44
KERA,879,8,2012,1362210.318,1442596.69
VIJA,44,10,2013,1164681.349,1373327.42
NER,1682,2,2013,452402.6427,486977.04
DELHM,1105,3,2013,2002901.952,2328547.32
WESTU,2353,5,2013,374907.2003,432333.63
BENGS,19,5,2013,-251424.7428,-300556.4
JHAR,798,4,2013,5848479.52,6343789.86
BENGN,2354,4,2013,8941132.103,9683852.29
WESTU,168,6,2013,2095429.785,2344319.74
GUJAS,1920,7,2013,555283.3549,662330.23
ORIS,1482,6,2013,569086.1323,657237.15
BENGS,18,9,2013,1550330.991,1787863.29
PUNEN,331,12,2013,2018340.308,2804108.4
VIJA,1426,7,2013,2819204.053,3241267.2
NER,355,9,2013,234534.0439,199538.88
HUBL,2597,8,2013,1010071.882,1169055.53
CHEN,104,11,2013,616607.9588,740566.23
GUJAS,1006,5,2011,1483579.95,1835414.69
PUNJ,1947,6,2012,1760111.093,1880014.25
HYDE1,188,2,2012,8413932.882,8465767.96
MUMB2,1025,6,2011,731478.1684,854361.81
BIHAW,746,4,2012,6003941.711,6187520.85
WESTU,2014,11,2011,469955.6715,525260.53
NER,243,5,2012,3100111.374,3246489.56
WESTU,306,9,2012,1538601.785,1641928.42
ORIS,12,9,2012,892694.3845,965693.04
BENGN,25,10,2011,1870064.744,2026169.2
CENTU,369,11,2011,4169303.287,4752246.22
EASTM,554,10,2011,1501686.067,1642133.93
PUNJ,232,5,2011,677129.2675,774822.79
PUNEN,460,3,2013,10548625.18,11840478.3
MUMB2,1603,1,2012,14222944.32,14183563.74
KOLK,2075,11,2011,1583334.102,1737741.2
RAJA,1455,10,2012,4868161.798,5219918.59
BENGN,538,8,2011,1308589.071,1447939.38
JHAR,1819,4,2012,963073.0747,991350.1
BIHAE,1948,12,2011,1096278.375,1062899.8
CENTU,2035,2,2012,569080.1463,607320.43
VIJA,455,12,2012,3403319.767,3597982.72
BIHAE,803,5,2011,852185.706,932376.38
BIHAE,1948,11,2013,816922.2452,897364.34
PUNJ,237,9,2013,639437.5295,701097.36
